SENSNAME APS_input
SENSCASE p10_p90
RMS_SEED 1076
VALYSAR_APS_1_0_GF_GRF1_RESIDUAL_MAINRANGE 2471.261647498817
VALYSAR_APS_1_0_GF_GRF1_RESIDUAL_PERPRANGE 462.2095020016908
VALYSAR_APS_1_0_GF_GRF1_RESIDUAL_VERTRANGE 5.857587498931116
VALYSAR_APS_1_0_GF_GRF1_RESIDUAL_AZIMUTHANGLE 48.28853883838273
VALYSAR_APS_1_0_GF_GRF2_RESIDUAL_MAINRANGE 1090.225627831012
VALYSAR_APS_1_0_GF_GRF2_RESIDUAL_PERPRANGE 1314.07595922143
VALYSAR_APS_1_0_GF_GRF2_RESIDUAL_VERTRANGE 6.306613544831676
VALYSAR_APS_1_0_GF_GRF2_RESIDUAL_AZIMUTHANGLE 48.7488164452684
VALYSAR_APS_1_0_GF_GRF3_RESIDUAL_MAINRANGE 1118.150526634543
VALYSAR_APS_1_0_GF_GRF3_RESIDUAL_PERPRANGE 1157.188617032494
VALYSAR_APS_1_0_GF_GRF3_RESIDUAL_VERTRANGE 12.91883261115877
VALYSAR_APS_1_0_GF_GRF3_RESIDUAL_AZIMUTHANGLE 8.864957335024886
THERYS_APS_1_0_GF_GRF1_RESIDUAL_MAINRANGE 3547.675724383744
THERYS_APS_1_0_GF_GRF1_RESIDUAL_PERPRANGE 1727.383952287456
THERYS_APS_1_0_GF_GRF1_RESIDUAL_VERTRANGE 4.851433729881289
THERYS_APS_1_0_GF_GRF1_TREND_AZIMUTH 286.8972417569499
THERYS_APS_1_0_GF_GRF1_TREND_STACKANGLE 0.01353904907448752
THERYS_APS_1_0_GF_GRF2_RESIDUAL_MAINRANGE 7110.891722809314
THERYS_APS_1_0_GF_GRF2_RESIDUAL_PERPRANGE 1052.582982251376
THERYS_APS_1_0_GF_GRF2_RESIDUAL_VERTRANGE 5.528868433023749
THERYS_APS_1_0_GF_GRF2_RESIDUAL_AZIMUTHANGLE 5.442812834586215
THERYS_APS_1_0_GF_GRF3_RESIDUAL_MAINRANGE 1687.539873161908
THERYS_APS_1_0_GF_GRF3_RESIDUAL_PERPRANGE 1572.375124454733
THERYS_APS_1_0_GF_GRF3_RESIDUAL_VERTRANGE 2.260257182849911
THERYS_APS_1_0_GF_GRF3_RESIDUAL_AZIMUTHANGLE 9.676512980711147
VOLON_APS_1_0_GF_GRF1_RESIDUAL_MAINRANGE 651.8794046877795
VOLON_APS_1_0_GF_GRF1_RESIDUAL_PERPRANGE 130.5012826584273
VOLON_APS_1_0_GF_GRF1_RESIDUAL_VERTRANGE 3.217240325328834
VOLON_APS_1_0_GF_GRF1_RESIDUAL_AZIMUTHANGLE 5.992525938998136
VOLON_APS_1_0_GF_GRF2_RESIDUAL_MAINRANGE 606.1313340539535
VOLON_APS_1_0_GF_GRF2_RESIDUAL_PERPRANGE 592.1673064309397
VOLON_APS_1_0_GF_GRF2_RESIDUAL_VERTRANGE 3.734635639373289
VOLON_APS_1_0_GF_GRF2_RESIDUAL_AZIMUTHANGLE 4.768954635433008
VOLON_APS_1_0_GF_GRF3_RESIDUAL_MAINRANGE 662.3837500363202
VOLON_APS_1_0_GF_GRF3_RESIDUAL_PERPRANGE 518.6438327890154
VOLON_APS_1_0_GF_GRF3_RESIDUAL_VERTRANGE 0.6513226239914025
VOLON_APS_1_0_GF_GRF3_RESIDUAL_AZIMUTHANGLE 4.649996092918258
